1.677891,1.687420,1
1.978891,3.491381,1
2.466687,2.237531,1
4.458195,1.727359,1
1.322115,2.119456,1
2.445972,2.222405,1
2.085353,3.966677,1
4.020067,1.605828,1
1.923594,1.417359,1
1.797896,0.536889,1
2.664896,1.851004,1
3.339711,2.903065,1
3.260704,1.320944,1
2.248197,1.381657,1
1.070197,2.713283,1
1.922259,1.818679,1
2.041074,3.807606,1
0.626414,1.283708,1
2.214948,2.266212,1
0.075341,0.380297,1
2.189394,1.555590,1
0.314563,1.428593,1
1.545442,2.793405,1
3.146547,1.356238,1
1.949447,1.304735,1
2.178385,2.079670,1
1.396554,2.227772,1
1.840932,3.908805,1
1.802027,2.505540,1
1.821574,2.436321,1
2.230746,1.107637,1
2.565587,-0.588819,1
2.011985,1.952787,1
2.024118,2.262627,1
3.388837,2.747967,1
2.740482,0.750407,1
1.091146,2.345957,1
3.351708,0.912361,1
1.562721,0.843901,1
2.560679,1.824346,1
3.547586,2.545144,1
1.505180,2.506428,1
1.564276,2.525010,1
0.560661,1.930932,1
3.022585,1.799682,1
2.603344,0.344320,1
0.371153,2.117919,1
1.864863,2.618344,1
3.640637,1.929129,1
2.720330,3.496501,1
-1.921752,-1.841309,2
-2.394060,-1.076031,2
-1.323620,-2.636973,2
-2.648804,-0.076022,2
-1.726572,-3.682559,2
-1.566230,-1.321895,2
-1.212214,-2.046618,2
-3.196598,-2.191302,2
-2.454723,-3.291660,2
-2.455282,-2.030761,2
-0.603360,-2.529203,2
-2.361944,-1.426067,2
-1.656710,-3.581044,2
-2.803886,-3.756984,2
-3.092581,-1.653288,2
-0.693219,-2.136969,2
-0.181134,-1.113725,2
-2.883826,-0.886476,2
-4.561005,-4.970346,2
-1.521179,-2.177323,2
-3.166246,-2.798886,2
-2.763010,-1.033180,2
-2.893251,-2.530842,2
-3.087087,-1.351148,2
-1.657309,-3.563862,2
-1.513489,-0.669602,2
-1.802866,0.263757,2
-0.947915,-3.755049,2
-0.542691,-0.114415,2
-2.617880,-2.164520,2
-3.024321,-1.971306,2
-2.897746,-1.261477,2
-1.551589,-2.292178,2
-0.019177,-2.626428,2
-1.424478,-2.107355,2
-2.929812,-2.357421,2
-2.332777,-1.808876,2
-1.599464,-3.107529,2
-1.659853,-1.178826,2
-2.625016,-3.485127,2
-3.147002,-1.792710,2
-1.321150,-3.018541,2
-3.144649,-2.004137,2
-2.477993,-2.326760,2
-1.582202,-2.665775,2
-0.294086,-1.095005,2
-1.091548,-2.384661,2
-0.838924,-1.921444,2
-1.349142,-2.504856,2
-1.287801,-2.752442,2
-3.436248,2.577048,3
-2.892380,3.580764,3
-2.397647,2.242100,3
0.044779,2.814853,3
-2.996849,2.728104,3
-3.092317,3.855056,3
-2.768070,5.142724,3
-1.584019,3.528578,3
-2.327369,3.331620,3
-1.068535,3.797809,3
-2.854954,4.489042,3
-1.823583,3.444154,3
-3.026551,3.394712,3
-1.921919,4.547708,3
-1.880171,6.222116,3
-5.219535,2.690837,3
-1.335117,4.173485,3
-2.963987,4.715070,3
-2.636710,3.798351,3
-2.908001,3.916225,3
-1.492140,3.743998,3
-0.933169,4.402824,3
-2.407323,5.095590,3
-1.255082,3.961685,3
-1.899110,4.052369,3
-1.775292,2.978384,3
-0.786982,3.738120,3
-3.302160,4.104442,3
-0.909885,4.298325,3
-1.900658,4.220509,3
-3.543297,3.693877,3
-2.833328,5.219980,3
-1.660957,3.539340,3
-3.337098,3.897693,3
-1.296757,6.188269,3
-1.772918,3.576639,3
-3.859971,5.405261,3
-1.770706,4.676792,3
-1.249541,3.744139,3
0.133548,4.185518,3
-3.041886,2.896935,3
-3.916678,2.227481,3
-2.483984,2.177590,3
-2.328916,3.115976,3
-3.876221,3.139113,3
-4.204799,6.019937,3
-2.161149,2.708585,3
0.286630,4.368723,3
-0.194347,5.517378,3
-2.321302,5.826168,3
