-4.087563,-2.560863,1
0.958639,5.884479,1
-5.760259,-2.471491,1
-0.284436,-1.852181,1
-3.072411,-2.397808,1
-3.781640,-0.583072,1
-0.166774,-0.014899,1
-0.481410,-2.749502,1
0.231876,1.992632,1
1.356137,0.328208,1
0.242245,-4.305632,1
2.879448,3.521400,1
-1.795446,1.648901,1
5.154452,-4.398293,1
1.575239,-4.262800,1
1.903221,-0.914260,1
-2.209926,4.565101,1
1.892443,-1.533863,1
-1.412995,3.225314,1
-1.965405,-1.925627,1
0.461644,-1.187795,1
-2.776301,4.981713,1
1.501870,-0.952924,1
3.464045,2.338735,1
-2.841590,0.981630,1
1.534911,-0.989696,1
1.823222,7.358092,1
-4.819960,-0.436897,1
0.486534,-0.372604,1
-1.488679,1.339015,1
-0.004417,-1.607181,1
-7.403156,1.246978,1
1.463931,3.341309,1
-2.704354,0.120203,1
-0.608269,-2.671574,1
2.959553,-1.460994,1
-1.482536,-0.242535,1
-1.522919,-0.723673,1
-1.937086,-2.659243,1
-2.522967,-1.304701,1
0.340363,-1.502816,1
6.467916,-1.842311,1
1.622413,-4.947997,1
2.329096,4.975766,1
3.057034,-7.822752,1
-3.386913,4.993009,1
3.450230,-7.283001,1
0.353090,1.192310,1
-0.864277,-4.318072,1
-0.913667,2.931497,1
3.952630,1.460673,1
0.584949,-0.842590,1
2.801221,1.117817,1
1.930162,-3.695858,1
-0.590970,-0.525126,1
-2.345587,-2.881983,1
7.577963,-2.240704,1
1.558361,3.444325,1
-0.185647,4.744581,1
-4.053120,4.841563,1
-0.963392,0.478287,1
6.116616,-0.524066,1
-3.172986,2.087928,1
-6.946551,2.858831,1
2.948786,-4.233291,1
-0.966110,1.825665,1
2.501478,-3.382579,1
3.128866,-3.798988,1
1.591011,-3.018623,1
-3.976941,4.902090,1
1.060771,-5.037512,1
0.154769,1.742085,1
-0.311781,-6.110335,1
-2.670411,-4.834160,1
3.309145,-3.465566,1
2.469381,0.326621,1
-2.029458,2.187276,1
0.047144,-2.898300,1
3.451341,3.001215,1
-0.341242,3.978227,1
-0.701303,4.931122,1
-4.490917,2.500437,1
2.227801,-3.497248,1
-1.169889,0.889251,1
-3.366361,-0.741648,1
1.750022,3.329936,1
2.239582,2.528277,1
-2.364743,2.347847,1
-0.971950,-1.473178,1
-3.994852,4.638723,1
-0.211920,0.367620,1
-2.753996,2.736665,1
0.525724,2.825516,1
-0.920000,0.434239,1
-3.681866,2.058652,1
2.823886,2.693241,1
-3.817391,0.506600,1
-1.380504,-3.430483,1
-0.307199,-5.374594,1
0.814984,0.375275,1
-1.080507,0.444152,2
-0.179767,-3.473093,2
0.741916,-0.490929,2
1.398149,0.532222,2
0.171207,-0.541739,2
0.580806,-0.321770,2
-0.772948,1.841769,2
0.236926,1.404355,2
-1.134451,-0.118622,2
-0.806783,0.207728,2
0.496120,-1.901358,2
0.830986,1.589266,2
1.336167,-0.715376,2
-1.068507,-2.331581,2
0.069259,0.279985,2
0.894241,-1.613333,2
-2.392979,-1.659774,2
0.037011,1.245422,2
-1.840153,-0.228990,2
1.783035,0.570238,2
-0.622056,-1.635477,2
0.375657,1.268607,2
-0.316588,1.245102,2
1.598858,1.248025,2
-0.553956,-0.922018,2
-0.436825,-0.747791,2
1.351061,1.596610,2
0.990065,-0.309554,2
-0.037318,-0.982851,2
0.474841,1.029253,2
